sample_id,Comp_14,Comp_0,Comp_13,Comp_12,Comp_10,Comp_15,Comp_1,Comp_8,Comp_4,Comp_11,Comp_7,Comp_9,Comp_3,Comp_2,Comp_6,Comp_5
COAD-TCGA-AA-A010-01A-22-A602-42-X004-S07,0.29440709498117645,0.0,0.02961117712629747,0.04707616832706138,0.11166092928798889,0.0,0.0,0.012023921465992602,0.0,0.010956166357209206,0.4928265562978322,0.0,0.0,0.0,0.0,0.001437983743238998
COAD-TCGA-NH-A8F8-01A-61-A602-42-X002-S04,0.0,0.0,0.0,0.0,0.0,0.0,0.009419569906006255,0.06819503373654992,0.01721257723539458,0.0,0.8678090689195107,0.0,0.005551874799629071,0.009681577356763288,0.018470834989617546,0.0036594587922663814
COAD-TCGA-A6-A567-01A-11-A616-42-X023-S14,0.0,0.0,0.0,0.0,0.23317089820356576,0.0,0.005075279133434277,0.0,0.06662781311765105,0.030904310897700234,0.6435032993951878,0.005277727139785358,0.0024164256129684896,0.013024243307137856,0.0,0.0
COAD-TCGA-AA-A010-01A-41-A602-42-X002-S05,0.33482965542720744,0.0,0.0,0.004269951417552749,0.10056993935537036,0.0,0.0,0.0178787287842882,0.0,0.03180425272212518,0.5077469864116652,0.0,0.0,0.0,0.0,0.0029004833551436685
COAD-TCGA-AA-A01D-01A-41-A616-42-X010-S12,0.0,0.0,0.02725330793771913,0.0,0.20629371981340797,0.0,0.0,0.0,0.013216727175357166,0.024127048648639453,0.6962474998646874,0.005275854736716,0.0012277931596957727,0.026358045189938683,0.0,0.0
COAD-TCGA-SS-A7HO-01A-31-A617-42-X010-S02,0.10885382599362363,0.0,0.0,0.06597786263936531,0.038539661307607304,0.025143033523518335,0.005596882533752086,0.0,0.0,0.13693480575568726,0.5790708033552916,0.011490492225895734,0.028392629721571947,0.0,0.0,0.0
COAD-TCGA-A6-A56B-01A-11-A616-42-X021-S12,0.0,0.0,0.09822089916348044,0.0,0.19101559335908888,0.0,0.0,0.0,0.0012638476039054055,0.009828315272322316,0.6668079673049788,0.0,0.0,0.03286337390647186,0.0,0.0
COAD-TCGA-AY-A8YK-01A-31-A617-42-X022-S02,0.0,0.0,0.03022713023684219,0.0,0.20383126189929132,0.0,0.0,0.0,0.0,0.020871796409706253,0.7148132984407313,0.0,0.0,0.026306761922203794,0.0,0.00394974739750163
COAD-TCGA-AD-6889-01A-22-A617-42-X015-S01,0.11583548936175213,0.0,0.0,0.0,0.12482550609496607,0.0,0.0,0.0,0.0,0.0,0.7139393524089449,0.0,0.0,0.045399648398597496,0.0,0.0
COAD-TCGA-AA-A024-01A-41-A602-42-X001-S04,0.0,0.0,0.0,0.0,0.007145571570999608,0.0,0.0,0.002728453294932679,0.0971484699564637,0.0,0.8351198731829746,0.0,0.0,0.05785762760553722,0.0,0.0
COAD-TCGA-AA-A00L-01A-22-A616-42-X012-S10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9792375090151747,0.0,0.0028738053101213376,0.0,0.0,0.017888680520117217
COAD-TCGA-A6-A566-01A-31-A616-42-X023-S08,0.0,0.0,0.0,0.0,0.0033676754983749816,0.0,0.018134664634136693,0.0,0.21843608468556833,0.06420765774118542,0.6705746661146628,0.0,0.0028378420435021126,0.022439386962141556,2.0187015589038373e-6,0.0
COAD-TCGA-3L-AA1B-01A-31-A617-42-X011-S11,0.0,0.00844262836529062,0.0,0.05492480024915242,0.0,0.0,0.04510552758774757,0.0,0.16154810450404583,0.020577564476703482,0.6936911111744959,0.0,0.0,0.0,0.009020102258771022,0.006690157512943544
ESCA-TCGA-IC-A6RE-01A-31-A616-42-X020-S04,0.0,0.0,0.0,0.0,0.0,0.0,0.05570962195265181,0.0,0.0,0.02647372287250909,0.8255220514916889,0.0,0.02723430444821521,0.0640799756823219,0.0,0.0009803187292836142
COAD-TCGA-AA-A00E-01A-22-A616-42-X014-S07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0532498809796662,0.0,0.8577505571483909,0.0,0.0,0.08131918898213748,0.0,0.0076803678245662525
COAD-TCGA-4N-A93T-01A-31-A617-42-X021-S05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014909977839374757,0.0,0.9135146905608454,0.0,0.0,0.0479375381129049,0.002730703943872112,0.0209070836826797
COAD-TCGA-AA-A00J-01A-32-A616-42-X019-S06,0.0,0.08501238723550916,0.0,0.0,0.08766658633931564,0.05233415450730138,0.0,0.0,0.0,0.0,0.6829601195765459,0.0,0.0,0.09202674782321697,0.0,0.0
COAD-TCGA-NH-A5IV-01A-21-A616-42-X011-S04,0.0,0.05253350552052528,0.0,0.0,0.014221843109145258,0.0,0.0,0.0,0.07772221077349117,0.07735424618031238,0.7215380352320749,0.0,0.0,0.042030637874269104,0.0,0.014599516469220022
COAD-TCGA-NH-A6GA-01A-31-A615-42-X009-S12,0.0,0.0,0.0,0.0,0.0,0.0,0.04942941195575521,0.10150230734402747,0.036294403828784835,0.0,0.7137682915063278,0.0,0.0,0.07121339321348968,0.018349618773498888,0.009442568120347538
COAD-TCGA-AA-A01R-01A-41-A616-42-X018-S04,0.2717458800896279,0.16028405825263708,0.0,0.0,0.023611550980526353,0.0,0.0,0.0,0.0,0.1423723695548707,0.3697099004417852,0.0,0.0,0.02650743396678426,0.0,0.005768803962178702
