group,Comp_0,Comp_2,Comp_1,Comp_3,Comp_4,Comp_7,Comp_12,Comp_6,Comp_8,Comp_5,Comp_13,Comp_22,Comp_15,Comp_23,Comp_19,Comp_14,Comp_9,Comp_11,Comp_21,Comp_10,Comp_16,Comp_18,Comp_20,Comp_17
KIRP,0.17258325906651836,5.826936297584605e-06,0.7509364194494736,8.970329673596924e-09,6.989122231961949e-05,8.33077274756374e-16,0.0027052040154138058,0.022757685805648402,0.0035517941179321537,0.00029215694772780906,0.0030355056526054237,0.013717995875429077,0.006024832051659679,1.5201138999495514e-15,0.00600842525541126,0.0019397882554258892,0.00172089699924466,2.740082331981697e-09,0.0004226600185256176,5.848591005524626e-09,2.5096093174248466e-05,1.1670643451333513e-13,0.014202543736466379,2.2553176846177904e-10
LGG,0.039802162354058576,4.514418645350183e-36,2.8370958771812684e-07,5.853989770187049e-32,0.9594613401394796,5.896666751572555e-29,1.7089142285730022e-19,0.000149094292028111,1.2013134048391527e-25,4.32990815166593e-16,4.1120241131546e-10,0.00021385251065999768,8.640693619686781e-26,2.621044141714443e-26,0.00023494147108771467,3.656895241034349e-15,0.00013830821095740597,1.8662718348780587e-17,1.392561436136647e-26,2.8878813849700116e-14,5.567910170541216e-15,2.657908433798687e-19,1.6137613108120167e-08,1.4240954915308114e-16
LIHC,0.10589335634784733,5.684284023665911e-10,2.2840892275998808e-07,8.452090980344173e-20,2.2048587825135676e-18,4.266620097915201e-17,9.975784802451096e-11,0.07486206076614012,0.8051726729230388,1.0685712167456198e-20,2.814738293110678e-22,2.669683691238455e-12,6.043948129542892e-15,1.507842555923615e-19,5.625393509798578e-09,0.014060884338267523,1.8044511666339905e-21,1.0789872127066948e-05,1.617893856927629e-14,8.2325309495631355e-19,3.135938599888716e-16,2.214773597223683e-15,2.1263508831793378e-13,3.2299219919052314e-10
LUAD,0.26491277768727295,0.019051390143006382,3.753489278163332e-12,0.005715559086091021,2.148362557660472e-19,6.420189353878022e-05,0.5814144132695849,0.05859382341509279,0.004207897728367914,0.0002062108172814289,4.1626064300773817e-11,0.02725417219756328,0.004546436278505185,0.00026337804959675426,0.0014430365402003324,0.027542127870879313,6.670099884383227e-18,1.7736095346763094e-08,0.0031602379463372588,8.423160935024263e-14,0.00023273320961451866,4.888786915493545e-15,1.4841700792667424e-07,0.0013914369958846098
LUSC,0.19578397946864562,2.0379788079291e-14,1.3499427703533313e-15,7.209089187406339e-12,1.1151224719132055e-21,1.9526272295745886e-10,0.04512984467778518,0.07771084409254583,2.8667277238463025e-21,1.8193407847024672e-08,1.3097698664367279e-16,0.03999796579037768,4.997239175482823e-10,0.36864316401492603,5.707821871971203e-15,0.16630889241124022,8.406579868575172e-19,0.0002066039137286545,5.950038115318879e-07,3.3080617644216125e-22,1.9141151021353567e-05,5.486522545493249e-13,5.4725266566182985e-11,0.10619894991199892
MESO,0.05720535759006987,1.3360867979224936e-15,2.886771072145994e-15,5.494905640071212e-15,1.0250825706605018e-18,3.8617293515756345e-17,0.026407357595183877,0.014954261213958054,1.3309890081714456e-15,0.002772911136056399,2.320328372465605e-19,8.489404532383332e-22,3.5064159556443234e-18,0.005517728775115709,3.987277441846654e-15,0.08387130076713765,2.4931200597568754e-26,6.833015333491434e-20,2.995821636464734e-22,2.9742161353897915e-18,4.2238202276879355e-14,2.645884150294132e-10,0.8092710820914386,3.0805804821231405e-22
PCPG,0.034181587100182674,0.0018212656175693573,2.1845144843687334e-11,6.321870495209388e-05,3.0237120201107585e-07,0.006494042691234654,8.599607177780647e-07,6.964187306241253e-16,1.4685775522433244e-10,1.1009845355768037e-16,1.3064453177044953e-17,1.2603086648535842e-17,0.007555589366054323,6.377689669332599e-12,0.002446634051408327,0.06785931756102975,1.591289214606357e-17,2.6612507274746994e-05,1.7096969325227443e-16,0.8795505511029521,1.4917178388520127e-18,6.607285668606836e-20,3.1543924764731484e-16,1.8179638742340616e-08
PRAD,0.2607035357178701,0.00011907435158268094,3.799503890311526e-09,0.0001612975625876715,1.400698348324113e-11,0.6652497329836937,2.081007344980795e-06,0.011548123889052977,8.399224815338983e-12,0.00024218000282668947,0.002092121000326791,0.006161833119039035,0.020413573746019664,0.0011075296096651052,0.002852870251009344,1.0940686892137209e-06,5.69423631747841e-19,2.7940595314429675e-14,0.02922990245117039,1.0844798278876826e-07,0.000114937294712194,4.832551670653575e-13,1.5705894679538877e-12,1.8664117673092274e-13
SKCM,0.06309506498562319,2.116781887321277e-34,4.228162667189608e-19,1.3880422507764778e-32,1.7375952532120333e-12,8.943908238911535e-27,2.344257480484428e-31,2.8230194999093644e-06,6.95731940093039e-21,3.0127884026672845e-23,3.560376150816426e-19,2.430995541433046e-22,1.983598444555504e-27,2.4760399791684035e-31,2.6807248356730154e-14,3.933828760709654e-23,0.8572960728847403,1.8912813565374206e-14,6.638786161267627e-05,1.958966947732972e-20,4.133981821244352e-20,0.07953965053417233,1.5400199885912853e-13,1.3623745940827096e-22
STAD,0.3109948894551411,0.3866468662588422,0.0028254791211824583,0.0010405397356609153,1.950783113390573e-11,0.006002964725009113,0.011400744651247876,0.08962777221708833,0.01011552018040506,1.0350986445321198e-13,6.424426345984232e-09,0.027452269123826294,0.04807572470236608,0.0007830197002514957,0.0015230969704957162,0.014279203172589133,8.302195624789731e-11,0.00982521473045267,0.01050151313454021,0.0054767897625257545,0.0048215713593220645,0.04329966184554266,0.008026837219609343,0.007280314688804523
TGCT,0.06149329653738324,2.143182759612611e-23,1.6146525415206592e-18,1.392476454432316e-23,0.00044933840717158353,7.581822627048621e-14,1.6953409685575264e-19,0.03412938263743281,8.092249928769903e-26,1.081377603811724e-17,9.115495860080398e-10,2.962063215999901e-14,1.4834028356272172e-19,1.4095107824189726e-20,0.05454766718656774,5.0927580353919377e-17,1.6927120293564473e-09,0.832473707330168,2.951580663604951e-19,3.995043198388438e-09,7.361636725129985e-11,2.542785175877587e-10,0.016906600249188435,1.264614217374419e-10
THCA,0.053409192842861566,1.9700101055034054e-18,4.602219283444942e-15,7.683683233359956e-12,4.677017672445354e-19,2.1120113416471527e-14,0.0019638526909028556,2.1618604216809127e-07,6.639339764511084e-23,0.9407797838890035,7.009156259259099e-18,4.3058039225492766e-11,3.0151402223208164e-15,7.483921678491971e-22,0.0038469536076735458,1.568443743826104e-16,3.95833081115714e-26,1.203449900495774e-16,9.589096336570197e-18,6.795950828879634e-19,3.2028790019319594e-13,1.5460009942154232e-24,1.649273609938369e-17,5.267273527887515e-21
UCEC,0.23356578875838452,9.904950594579313e-09,0.007388153421119703,7.048158101580497e-14,1.7056586100456648e-14,1.1177325514812219e-13,1.5466885210964016e-05,0.00018820004371568403,3.4701481260428275e-19,5.5515139655495504e-08,7.394506943715403e-07,0.019089682922261944,0.6020330012377244,1.1717304249721084e-15,0.0028739650776828463,1.2164712335826452e-12,3.1070658696484004e-22,2.2064294350285099e-07,4.790678109450476e-11,7.253221454396994e-18,6.986297330028632e-17,0.13483183180609187,9.233130768249497e-12,1.2883637337764157e-05
