group,Comp_0,Comp_2,Comp_1,Comp_3,Comp_4,Comp_7,Comp_12,Comp_6,Comp_8,Comp_5,Comp_13,Comp_22,Comp_15,Comp_23,Comp_19,Comp_14,Comp_9,Comp_11,Comp_21,Comp_10,Comp_16,Comp_18,Comp_20,Comp_17
ACC,0.06894945665746118,3.443151794466801e-31,1.0490742150992909e-15,1.065282087557388e-31,8.979822483920776e-15,6.409196368664961e-24,8.278901343588082e-26,0.017459912961929985,3.9037529878760294e-13,1.4088566204453225e-22,3.867984119393548e-25,6.741160779055527e-18,3.0147480042741657e-27,7.905734234714983e-33,6.516738512866795e-11,6.950271094972773e-28,7.825416825527575e-20,2.179395683067895e-21,1.0430634558333296e-27,6.535928914424915e-17,0.9053774819161087,2.9770860144014926e-20,1.8550250655821107e-10,0.008213147647050226
BLCA,0.16730368976667423,1.121067794643852e-12,9.114365082624816e-20,1.1685512811531494e-17,5.049515269915253e-22,2.9483359488574716e-19,7.769738515739788e-17,8.371761569882815e-24,1.4757446884592731e-15,1.5104737729511594e-22,4.204411638737129e-18,1.3411555370422627e-11,3.0067567181372534e-21,1.3908812652526852e-14,3.8437402555408843e-22,6.398630137351436e-15,2.1441733105424674e-27,7.717862056642448e-15,0.7330621882845213,1.068599871662858e-21,4.094296614665056e-23,6.772922883971849e-25,4.82788984594227e-21,0.09963412137634144
BRCA,0.33969963894764027,6.0102499119954366e-05,8.609969679758746e-14,0.3542838210988718,1.525845448022959e-07,0.0025435550946771262,0.001305548871579872,0.054600896896896595,2.5011662905831186e-08,1.8439941352699048e-14,0.16210335685461796,0.013350073558735529,0.008687611772397028,0.00010200573806725531,0.0012718545737950887,0.020481984938742735,1.1288578045490871e-06,0.000859728886197901,0.003794357259829969,0.005867830446886027,6.808880531709171e-05,0.029465958075338288,0.001452278383379673,1.4584452492731727e-10
CESC,0.2821744835337102,7.069243518519263e-09,2.6432501910419235e-24,1.2300768662761139e-14,9.93439499506196e-30,2.7777619050313575e-12,4.659126833497198e-15,1.1459347696908792e-06,3.7839498792302813e-25,2.1521887790621694e-22,8.289669193060268e-16,0.7178148005696553,6.885865081616982e-12,1.0054075348210267e-06,9.86343518302636e-17,5.036098097497676e-15,2.0807730236642317e-29,9.885738281092409e-18,8.556786314396193e-06,1.1778661828697175e-22,7.120969070151628e-15,1.6340741754102005e-23,5.94840872926443e-17,5.897762174276224e-18
CHOL,0.20931797619117581,0.08542897267586996,0.17375685568407095,1.4876245023256616e-05,5.459382249584261e-10,3.005326449173442e-08,0.006330856388997954,0.024766034283299043,0.3255022634619497,1.058580917149831e-10,0.040657559082045956,0.00018724511224321296,0.008470730659117244,8.98937871881372e-11,0.0055527114226333,8.481241573624772e-11,8.8005385465336e-08,2.1370511452408681e-10,0.07489295769284579,5.5367200826181105e-11,0.005896849384517626,2.3496717060923937e-13,0.039223991286522736,5.742251980721806e-10
COAD,0.34016883988213925,0.6065620611532552,5.954003053535686e-09,0.0011561160560272098,3.3158192528884528e-12,0.00012798836730986186,6.773308075940455e-05,0.02939990817176685,1.72297447211983e-06,1.420577287952823e-13,1.6822482243940855e-05,0.011864298782513081,5.5437993475743e-06,6.726672811065098e-14,0.0017525162995544173,0.0035045912693394544,3.2270097688120906e-14,0.0035522312700535215,6.652979965457304e-09,4.973314410833625e-15,1.5822580776313728e-13,5.6422828061694665e-12,2.5338390387160224e-05,0.00179427463692213
ESCA,0.2312320457343031,0.12620319196597635,0.0005502680931733937,4.957727557945846e-06,2.0631795170889046e-18,0.0013446815836840953,0.001480798051809635,0.057442440553384655,8.274123659477545e-10,3.443438328274832e-13,0.006577218935351534,0.23987842575165846,0.011768324513268237,0.15945890115212807,1.0832504996085731e-10,0.012701846217661112,1.6515176521534856e-15,0.006272279835444047,0.006418032415147443,4.453616651474671e-17,0.007952712335709981,0.08234989858212147,1.8982825072409085e-05,0.04834499212963657
GBM,0.14615850942367697,8.247906341104315e-20,9.168047153537688e-06,2.688242097719045e-24,0.7856936589549849,1.0419518634671561e-23,2.2913033549461537e-16,0.03153386857145657,6.379284673138491e-22,5.640599815012325e-16,1.2711679530528255e-10,2.8723061225557772e-05,1.264695730088153e-10,5.306003191751303e-18,0.004762120994673341,0.021945946874768193,0.0031559187433535542,1.7780655352625817e-07,6.166723212256216e-21,1.0106648715774083e-07,2.363347447567573e-10,1.3144719885353101e-10,0.006704146600678718,7.658493488760893e-06
HNSC,0.15928220565901408,0.0018676449189619013,2.4376426529293408e-08,1.8166889471235745e-09,2.0216772647741295e-12,1.4148219265804449e-09,7.003357294002141e-07,0.00037245956037211433,8.259249426592046e-15,1.910459596379965e-10,0.00873966304726431,0.19200149314696702,0.006637539532437248,0.16162773294566823,0.052439445964274294,0.251740075958316,1.90893309375143e-10,0.03814763436337614,2.9810157711115024e-08,2.3920048919665446e-12,0.0009359183767430749,9.939921680276737e-14,0.05357301325102698,0.0726344145103193
KIRC,0.25620563271856284,3.530419937626635e-07,0.14447941451036622,5.97555015064489e-08,3.9707810984886315e-07,4.342083003432941e-08,4.0650935218256e-12,0.020409624337761303,0.003934077083694762,0.004477914982910377,0.00037659280113426735,0.0001268484434181923,0.0077190459580316305,3.7052066239600424e-20,0.5622678014292083,9.735854637115341e-21,1.028317987088502e-09,2.3345895626574304e-14,5.046594537917407e-14,2.2650568188536672e-11,1.875352833343494e-06,3.4621286180724642e-18,3.1732828109832285e-07,6.7521987662715574e-12
