,Comp_0,Comp_1,Comp_2,Comp_3,Comp_4,Comp_7,Comp_8,Comp_12,Comp_6,Comp_5,Comp_13,Comp_20,Comp_15,Comp_23,Comp_10,Comp_22,Comp_17,Comp_9,Comp_18,Comp_19,Comp_11,Comp_21,Comp_16,Comp_14
TCGA-AO-A12D-01A,0.37442773303760746,1.771013417796759e-20,4.632997089497313e-13,0.26032122003543356,5.567953934675811e-19,1.6304500510985e-10,1.5055583880674586e-18,5.074243144982962e-08,0.32046749604218205,4.833389951368896e-17,0.04161487431571916,5.892353207474309e-12,1.3904753601714947e-05,8.062495826767285e-14,5.711537227940816e-14,0.001389672314033087,2.1032770998526488e-13,3.978308380841017e-15,7.374769629752616e-10,3.19096717411499e-16,0.0017650471372841854,1.286314405042704e-11,4.3723588224267176e-18,5.660189546642212e-18
TCGA-CJ-5671-01A,0.37790754463888615,0.30727371521200986,1.3901528740252324e-12,6.093752067555875e-20,1.512481947541951e-15,1.273737072934285e-15,2.0595003439005436e-15,2.176453747410846e-11,0.3034188118612028,4.1073569925153826e-17,2.944672425324e-16,1.0899483484780466e-07,0.00031160485561527193,1.0842905010849628e-17,1.0573201794898124e-18,0.0001634561810841464,9.468351266380293e-14,1.3071273077187874e-13,4.337349948697259e-20,0.010924754281361235,2.365287602699857e-09,1.4379080599782604e-16,8.685148590905883e-10,5.621217591123225e-15
TCGA-NH-A6GC-01A,0.3604910639617849,4.454032891264862e-17,0.29135309226113026,2.0916369839152825e-16,6.104498474978601e-11,4.179137796050649e-10,7.130186360425964e-19,1.3859789217653148e-11,0.25539985419066086,1.7708063590166777e-18,1.4667137596539217e-10,2.0934485079969928e-07,0.08453816801838601,3.95357920766595e-15,2.5440514970779276e-15,1.5685843811211964e-12,1.7366381385553525e-11,4.4694896959760455e-13,5.983778951472067e-15,0.005918440236216059,0.002299170640774004,1.6016599519688207e-17,4.525816487816891e-15,3.241338952569362e-14
TCGA-BH-A0C1-01A,0.3412413786664868,8.088328103653622e-16,2.2375656090667323e-16,0.22006918476385454,1.1260197687683268e-15,6.202889088604984e-08,1.4647928606900392e-18,1.7179923485135267e-10,0.3017948591183893,1.719855448880737e-13,0.13366464335318226,0.0032297885083734565,9.289795388424061e-10,3.233426542270464e-14,2.003047810232509e-12,8.173298646346505e-08,1.4838690273710762e-15,1.3417926449363117e-12,1.3071439325569782e-12,2.4209083820082175e-11,1.0230345761671473e-14,1.3814964937558473e-13,3.432523604151938e-15,3.278431192164116e-17
TCGA-AO-A0J5-01A,0.3186112778289004,2.003181760672632e-11,8.365669596636309e-16,0.1294459579867855,1.7871887291235318e-07,2.942546532072817e-07,1.0317648989175861e-12,2.3443134815741915e-11,0.08557366487330377,9.387554575234182e-14,0.010202005640413484,7.367075712968191e-06,0.10756314648524369,1.1168421729217698e-13,0.10140539990315742,9.754035521194957e-11,2.8784852887024007e-14,8.290499408138721e-12,2.4658101993642773e-11,0.2471869987001603,9.589627904211169e-11,3.6117106352883637e-06,9.571965154856009e-08,1.607333543032146e-10
TCGA-3X-AAVA-01A,0.2904425009403115,0.1939785549859266,1.996731217118702e-10,2.3129466633278568e-09,7.507367927547632e-12,1.0600845514150341e-10,0.2076221246741264,2.6209772337566684e-07,0.03892115782959603,1.8428627916383746e-12,2.8976430158617835e-10,1.9004456553805155e-16,2.5351470705776678e-15,6.382062103622317e-16,3.2505929524769723e-16,2.5835216924116685e-12,0.2690155226931341,9.063578699551656e-14,2.1340897266081043e-13,9.992618509021147e-06,8.883072384713178e-10,4.200102547895971e-13,9.879646643057092e-06,1.351900548858589e-11
TCGA-A2-A0EV-01A,0.27866267668964995,1.742883121016366e-10,1.7290963286858626e-25,7.13528060506075e-20,4.163012586936332e-06,1.7991258107206183e-14,3.988224485514566e-11,1.0293050705500752e-24,0.2738386572490801,7.093856767097466e-15,4.466392077859917e-10,1.882756641151078e-15,1.1516447701109657e-13,4.601606206047916e-25,1.466225791395559e-19,6.291383381168007e-28,2.9078139779119856e-30,4.1593274672144293e-13,8.160228744709641e-23,0.2541957858902653,1.2928209020268519e-15,0.19329831535174785,4.0048033875565086e-07,6.137626840231927e-13
TCGA-A2-A0YT-01A,0.26197265198655567,7.46256158796605e-13,9.526290438693255e-16,0.2123977172320117,6.306712628322078e-11,2.707705352790348e-10,2.4903409327864593e-12,1.6703919035511615e-12,0.07427761298123273,9.254361533113904e-12,0.016375601725141627,0.060777600212414046,4.826776259222944e-12,6.230472947859479e-14,0.17020379161676671,2.607022783038859e-11,3.1948034195514507e-16,6.668362146529011e-14,3.911074950677712e-12,0.1048627113048878,1.867207684464608e-12,0.09913227464211524,3.724723269004153e-08,6.055767237446562e-13
TCGA-UZ-A9PV-01A,0.2355541054600096,0.764445893786944,3.2761918655484938e-21,5.516433279618353e-26,1.5368674288612004e-19,2.250898180256688e-25,1.4670423081673335e-20,6.543454380555896e-25,1.703387754036917e-32,7.049175826596732e-16,1.000781270546771e-24,4.9827177376231106e-30,1.852197395388066e-28,1.076245408581212e-30,5.498723174611303e-33,2.842539509282087e-35,1.9556145136631184e-24,3.401004545859551e-23,5.85098761841862e-25,5.9252065964757824e-21,5.833856119445454e-24,7.948620991004692e-28,1.7862559774168598e-21,6.921802960106832e-24
TCGA-4A-A93X-01A,0.23826820679039296,0.743762422847596,3.364448689655215e-08,4.3278930653233015e-18,5.320240735966013e-17,7.636923167618853e-18,0.01796933509697367,2.873761889544778e-21,2.9859316041175797e-22,8.507960465788707e-10,8.677183552439466e-25,7.5094599842174165e-22,1.4703836281154256e-11,9.802410221652822e-26,1.4799641904079787e-17,9.898674795910025e-30,1.4593470303815043e-17,9.891276569433604e-16,5.046326642393379e-17,8.211479508932069e-23,2.073683338406088e-15,6.666346792469831e-22,3.765686406920039e-12,1.203557738755528e-15
TCGA-P4-A5E6-01A,0.25709440648053933,0.7429055927688768,2.220263157966046e-21,2.2867405697538727e-26,5.338244405637058e-23,2.282344298131634e-25,7.257004218686701e-20,1.8719284757478211e-25,5.416168045776059e-33,1.5765581165904565e-15,9.636142260940646e-26,6.561807107808283e-30,2.8162688146358758e-27,7.578230353092256e-29,2.6776353099796402e-33,3.486172989477976e-30,2.3500962461552455e-25,2.8145304591202326e-26,6.992273381546474e-24,3.1486567400511495e-23,3.31643848876812e-25,2.253181696333806e-28,1.8370027549276472e-21,1.4438394262296591e-24
TCGA-P4-A5EB-01A,0.2720038109359933,0.727996188315129,6.0364998093346405e-18,1.1185842618777689e-26,1.382270269870155e-24,7.362904702740847e-25,5.284652277492109e-16,7.44502303137492e-27,2.0661203953542918e-32,2.7883285245108e-17,9.291135139921932e-31,3.0989620439464995e-31,2.9133375149505493e-24,2.340036206386556e-30,1.2296156672654573e-30,4.009235886119513e-34,1.6823034656222045e-24,4.70654810669597e-26,9.05524276109993e-26,7.713748404639662e-28,4.389038943075576e-24,1.2462797875905174e-29,2.0347679998366382e-22,3.0716676898130086e-22
TCGA-HE-A5NI-01A,0.2747752154734521,0.7252247837779876,8.946369446203587e-18,5.674766909173773e-26,8.449653725137857e-23,3.047567657916182e-25,8.370733503217762e-21,3.236764798750531e-20,8.431181919615832e-29,1.6888118941907974e-18,4.851847145505653e-25,2.4378362479028913e-26,9.590040023669668e-24,9.549300359257785e-28,3.155892186609357e-31,3.993720306029982e-26,5.30517953861154e-19,3.005462459188453e-24,1.1302848663398927e-23,4.3617277571845315e-21,5.31279858485688e-22,4.297219061554474e-25,6.817988567570509e-20,1.5500242300659267e-23
TCGA-B9-A5W8-01A,0.27811919298671256,0.7218785433095781,7.216114699454468e-13,1.4574248702886557e-21,9.479979813737989e-19,8.85379248731017e-22,1.1768783327068581e-16,1.0749456499481749e-08,5.582755520802656e-07,3.4159249378437347e-13,3.453909135742288e-19,5.98442215763281e-07,9.214969751976774e-18,2.5276546773230654e-18,7.394336091505279e-25,9.713649803073533e-07,8.301467800527348e-08,9.618823772086844e-22,2.861268792178716e-17,4.110737134953518e-08,2.699360507987247e-17,2.101367631008353e-16,2.1420368389208906e-13,1.0013876399105059e-17
TCGA-B9-A8YI-01A,0.27955574910153896,0.7204430015478197,2.5688852630081184e-12,4.0618844375480236e-18,5.993050559710604e-15,1.0594492318937612e-15,1.2338792737813583e-06,4.568596180844107e-26,1.0358961051379795e-24,1.4720773419852248e-08,6.159197998135673e-22,3.0861728749979373e-28,8.554625272038522e-19,1.0850536113967175e-27,9.432679845891608e-24,2.61764975102626e-34,4.360523024968699e-23,5.048352357646307e-20,2.321085293127428e-15,1.9908673911535078e-27,3.565027469392719e-19,1.232277565231383e-24,9.7428135125005e-16,1.4760418539132107e-15
TCGA-F9-A7VF-01A,0.2808904707704684,0.7191095284816696,2.010609204778841e-22,4.2464852789978547e-26,1.0947485930344508e-19,3.9748467644780136e-26,1.5972795132503521e-22,5.8340371684745194e-21,3.821021864409589e-28,9.819722493116905e-16,6.76345367408495e-23,3.155174814613705e-26,1.475653959666072e-29,8.716619296085828e-29,3.811609131858423e-32,8.874462573991253e-28,1.8758320768956212e-22,3.9567358955420747e-22,2.8215220130428377e-25,1.3290974733227668e-16,5.423985218468799e-22,7.679784968768464e-26,5.077560714098623e-19,5.45230468743401e-23
TCGA-UZ-A9PL-01A,0.2819682267661104,0.7180317724861458,4.973876862981967e-15,4.755171341317969e-23,3.124681586623661e-20,1.942522255578277e-22,3.4848701340586766e-19,3.5897400147218104e-20,1.8814901243961115e-29,1.1362721327071163e-15,1.5300633743647375e-21,4.2362440412345464e-26,1.0805184876804981e-20,3.422455866420303e-26,1.5387556264556236e-27,3.5012456606014774e-27,9.929441411054178e-17,8.722276685859497e-22,8.558963583572672e-19,5.682775217813953e-22,3.765444253026798e-20,1.7552581801054522e-25,3.2179902953291086e-21,2.481479553866148e-20
