,Comp_0,Comp_1,Comp_3,Comp_2,Comp_4,Comp_7,Comp_8,Comp_12,Comp_22,Comp_6,Comp_13,Comp_5,Comp_17,Comp_14,Comp_18,Comp_19,Comp_11,Comp_20,Comp_16,Comp_21,Comp_23,Comp_15,Comp_10,Comp_9
TCGA-D8-A13Z-01A,0.25274857956121777,2.5947514675104027e-12,0.25849927203856166,0.009578197068635235,3.048151327760484e-14,0.03949199798481029,9.70054480936276e-15,0.1011763274573686,0.12878442157019038,1.368697111183777e-21,0.09105153036576809,2.2873488660531247e-11,0.013061942866817007,5.160367473817367e-12,0.10560757899352427,7.563643127687078e-18,3.3443348493413026e-12,4.031367690642054e-15,5.67020255729123e-12,9.524751886192375e-09,1.470096897720628e-21,1.6119865444399272e-13,1.418105950644886e-07,7.375807455404912e-15
TCGA-A2-A0ES-01A,0.21279101664799388,5.083550828435247e-19,0.24205587502165324,1.0572358175303945e-19,3.5574820248118777e-13,2.1119352343080556e-09,2.3681607157143965e-20,4.46121189213862e-16,6.938987634985499e-11,0.09215843114192147,0.09615482751856802,5.005473265739287e-12,2.7101157921861043e-15,0.12375984702177442,0.23180577811020658,1.8282780177945796e-12,6.011236508490041e-12,1.621204400842325e-11,3.971621021249026e-14,2.1505575429996277e-12,0.0012742160264119884,5.599947990662935e-09,4.0048089711649074e-18,1.7310077363128967e-18
TCGA-QL-A97D-01A,0.1766679995381479,1.2858284631621376e-25,9.94032735467192e-28,0.823331999730641,8.047734822827199e-29,5.39433848606328e-23,5.197334478285504e-24,1.0972287823380428e-18,2.1407426243512056e-19,2.5500647791762125e-26,1.0216695446260406e-23,1.7480678467402063e-23,2.5273009222159644e-13,1.7932601533305131e-12,2.1184270767025742e-21,7.823569916626423e-27,3.1077878041859903e-27,3.066594531954882e-24,5.723665521437764e-22,7.189212218181548e-19,8.524171004982031e-31,7.071371915016995e-29,2.390419135706876e-24,3.963183676042338e-27
TCGA-AY-A69D-01A,0.18766674914317674,2.2124309991142286e-25,4.845785144766262e-25,0.811821777758972,3.3732909510861825e-26,4.353329268215638e-21,1.0857940943528245e-22,4.902532691859848e-20,1.6597555708206077e-23,5.908328644693066e-25,2.7129063700186454e-27,1.3993375739246013e-25,1.3090869326049763e-18,0.0005114723701447093,2.3090993548451713e-25,1.1241733221206289e-29,1.2113219824265357e-19,1.4694362095404915e-22,4.400930536948892e-20,4.234639256028736e-18,1.7794465544575324e-25,1.5382138486394015e-26,2.313072462197582e-26,2.1007218785104983e-24
TCGA-AA-A01S-01A,0.19059865413052363,1.394793339247366e-25,3.478034947436543e-28,0.8094013451421139,2.2532072620932237e-30,1.0760502775303805e-23,7.78680568317087e-24,9.335329433170352e-27,3.271121481598729e-29,8.535546186469675e-39,2.3986188091694023e-28,1.9086662340790985e-25,6.455014109531058e-24,4.333882798860902e-26,4.3662916424321614e-29,5.002509800234032e-38,1.5366768167601917e-27,7.0303369100657165e-31,2.501180535846067e-29,1.1041847204209653e-20,5.422661087283979e-36,1.359518245027887e-32,3.329562514861506e-30,4.282248652205977e-29
TCGA-NH-A50V-01B,0.21342132928877028,2.6812292673774664e-17,2.9648461741128935e-15,0.7865641082220566,2.183760113917923e-16,1.946527623231787e-09,3.9355464460066174e-19,6.86508853054003e-16,1.6036501019964084e-19,1.3519441946104163e-24,1.4559360928450727e-05,6.287007255967045e-17,5.37923210238351e-17,3.9145026087250514e-10,6.548920796076536e-11,2.0494162588714664e-27,3.0114861686355415e-21,5.096683155642952e-20,4.9141043513299835e-18,7.325439029025437e-14,1.4086495451920192e-25,1.2233042744909497e-22,2.906752461032861e-13,1.3012380277302436e-15
TCGA-DM-A28G-01A,0.22410532995402024,4.290260793090503e-18,1.0474267302746266e-18,0.7758599261925988,9.571976255545625e-26,1.123417665888927e-18,1.1332992083155864e-19,4.441820557341629e-11,1.4312976086533157e-12,1.4553400357613223e-21,1.6631437198777404e-20,7.235236401578026e-19,1.0033912484986974e-10,2.5689607210975254e-13,8.017309965005802e-21,1.0226211930934222e-21,1.0100779783931622e-17,7.280518280989165e-19,1.2587042622528633e-20,3.474298391487201e-05,4.125735003510463e-26,2.5644269169567643e-25,3.406119727198914e-22,9.204014394655013e-21
TCGA-NH-A50U-01A,0.22697136332117235,3.5386799647776906e-20,1.7066957015434523e-22,0.773028635950163,4.588989413999958e-28,3.3983473732329662e-18,1.0775552979783413e-22,8.50345029941836e-17,5.2614727501881625e-18,2.035983527802244e-31,8.270049269487188e-24,8.280471729736688e-22,1.7548715997739225e-12,5.949812438088156e-15,1.9032454019186248e-22,2.760871767283217e-29,7.346510800664041e-20,6.03119965218508e-26,2.1564138848072093e-22,4.247972457758209e-12,7.298565259763471e-31,4.068897838320438e-28,4.205220931914473e-27,4.3189667978555274e-24
TCGA-NH-A8F7-01A,0.23001484466013689,1.527802284779735e-20,1.68174912271446e-31,0.7699851546176012,1.0171274406320532e-25,4.897072627807548e-25,7.590557949539764e-20,7.812627167936504e-28,1.9952883782147006e-34,1.284032668618829e-33,7.312845441034596e-28,2.4678800296403325e-25,3.2512427021640115e-23,2.0827112716033793e-22,9.776016704822648e-31,8.214907978559153e-36,2.9255712079896475e-25,7.068021976239147e-24,9.841715502098117e-23,6.453291538410347e-27,1.3651048546324689e-33,9.172373142394847e-28,1.3542410392757368e-27,1.7971884329112727e-27
TCGA-AD-6889-01A,0.2334216320122639,6.625493801167411e-23,1.7419814465931483e-19,0.766561255294964,5.417977810553679e-26,4.060888017506171e-11,3.0393593865430376e-19,1.0846444161150197e-16,1.3333962352526104e-17,3.729487464158161e-36,4.952549769303837e-24,8.548471739659115e-23,1.711193034279748e-05,7.559790913106599e-23,5.254761887742974e-18,1.5675652734303475e-28,4.661067333111168e-26,4.823243616011091e-27,1.3155298688802314e-25,4.772949822992758e-18,2.0223603535772212e-33,1.2725844968329402e-26,4.050223981632636e-25,7.442034405420407e-25
TCGA-AA-A01X-01A,0.20363726567425525,9.084651118322252e-09,1.7465848378629481e-09,0.7641466231986622,9.690171934462087e-17,7.1038222157828036e-12,8.391175147415847e-09,0.0006452117486819626,1.4023410256754488e-11,4.2362707225575444e-16,0.03155749506641803,7.025095383161516e-11,6.42221914736929e-07,1.0157449299288961e-16,1.4641412858281713e-07,6.45380966157164e-18,8.02159845481987e-21,3.4279396135384548e-12,7.912448307578106e-16,1.2595631671745911e-05,3.270270483405025e-21,1.1679328973114449e-20,3.3445760479295714e-12,5.1348236230807716e-18
TCGA-SS-A7HO-01A,0.24723036107607024,1.199270252031272e-12,8.815968318143712e-16,0.7527667676416356,4.916057988952666e-13,1.5305522390555663e-12,2.865938768603937e-06,1.735922879599802e-14,3.2041825993533435e-22,7.421359041854205e-23,8.170966847637174e-18,2.862814373291311e-14,2.5519169963485793e-17,2.113346569035007e-17,2.213897982213077e-12,8.90370190354764e-28,4.616525469354016e-09,1.4254141897767017e-14,3.7827803510678495e-17,7.815501690653425e-15,4.076883078403862e-23,3.2597936351570596e-15,1.4334049167997126e-16,1.458295792985263e-12
TCGA-QG-A5YV-01A,0.24893607609183463,7.378864910011814e-28,6.850986563978398e-34,0.7510639231883519,3.2772660071774055e-32,2.868084469881442e-23,1.281020456838836e-28,1.3944501734211708e-28,4.864645466680777e-36,2.3113577034238383e-40,6.60649134984418e-33,4.530068606776327e-28,2.6805084551689297e-21,1.6261430253393463e-33,8.94068964519046e-31,2.9214848327750256e-40,5.922041772090064e-30,1.2092867112620073e-35,5.740904826584616e-32,3.632186041079625e-26,6.3968235733290155e-40,3.5770294879571986e-33,2.8051311650683536e-31,9.33087865119959e-32
TCGA-AA-A02E-01A,0.2506821771648401,5.124178322699558e-28,1.1410222778578e-29,0.7493174579780322,2.048351406747959e-31,1.2398700336805858e-21,8.666828144733072e-29,2.2183246125824846e-20,9.485420833132832e-23,5.37855249342508e-33,3.235992763716122e-31,1.5534076628497527e-26,3.641375402182328e-07,2.9236351160635864e-17,2.527597763244531e-30,1.3243211279742337e-32,1.4097120024004571e-27,8.116856732533183e-27,9.912750417364742e-27,8.809576293623348e-18,3.7175950769377154e-35,2.486759045641123e-28,1.2023352865659439e-30,5.359181362000817e-30
TCGA-AA-A02F-01A,0.2598700461240638,1.7967498819813197e-16,1.052306459582823e-17,0.7401085957474888,2.4109411570897507e-19,5.0387191677003814e-15,7.547213512410293e-18,1.5905420541054987e-10,3.719358609605826e-14,8.243738197854356e-18,3.482011993878233e-14,2.17076902127086e-18,3.0244503414264636e-10,2.1356947339594734e-05,2.5658495910041272e-18,2.5341454989498705e-18,1.3013187354142223e-16,1.089088849822472e-12,2.0662645925013728e-15,4.312180317038287e-14,1.3045129705653715e-21,2.0292928205611534e-20,3.5662953002674325e-21,2.5396249986411143e-21
TCGA-AY-A71X-01A,0.2604927627042031,1.4621132171430155e-28,6.735046121003078e-29,0.7395072336222909,7.411767864423202e-31,3.629546601256966e-20,3.0965650345718513e-31,8.24763337880186e-24,9.308938388541384e-27,1.7089335509102197e-35,2.2072359930335273e-31,4.368996982420651e-28,2.955187635486591e-09,3.827256199668515e-16,1.576365531727402e-29,1.250682000451809e-36,1.2543824571145748e-28,5.661725010599369e-29,5.6068819572890136e-30,1.2388292707134875e-21,7.938812802811803e-36,1.2938441922147798e-30,1.0472993564168174e-29,1.2373334329207694e-28
TCGA-AA-A010-01A,0.2718388603305842,4.622769776141741e-19,1.291708897391776e-12,0.7278708181308323,5.225040225669439e-16,0.00028141651666586254,8.850348188025174e-17,3.1029819616579935e-17,2.7189013469572054e-10,1.0676308092706728e-24,2.2982783395726538e-11,5.651407564537715e-18,6.626127972763984e-15,8.903874645531036e-06,1.339690974771263e-10,4.115171953558476e-23,2.1251802557049965e-13,9.34043935876669e-18,3.836000996884811e-19,4.8920974179040366e-14,5.574944122218372e-23,6.981601781545079e-19,1.0278919000632103e-19,3.828651589194035e-15
TCGA-QG-A5YX-01A,0.23015099960270377,1.702747639433707e-28,1.0592296435386487e-24,0.7292349457315742,8.248203336252607e-30,2.706352885837667e-19,3.749066540615653e-26,1.8142203557152472e-25,1.1952641456613077e-28,4.356861299171069e-31,3.677302539321411e-33,5.016854923436899e-28,2.8029276670771078e-18,0.04061405394627722,9.32474023104417e-31,5.986688139038337e-38,2.1739793240705957e-21,9.485755294823098e-25,2.3452550217102805e-28,2.054334301866851e-18,2.8304062818316396e-29,5.186698094654606e-30,1.8451412333723782e-32,1.3123489779593327e-24
TCGA-NH-A8F8-01A,0.27811210168257167,8.453991132383269e-17,3.826687547837592e-23,0.7218384535483815,2.5400883296087515e-24,1.9741115588788305e-24,3.0347582855330173e-19,1.0711471461141603e-08,5.941213520069485e-13,2.0355720164504648e-08,2.3131570988134224e-21,1.6371519640574203e-22,3.791131699541216e-05,1.1501665966972805e-05,8.020181059011677e-23,8.172656976811922e-13,1.397119206024771e-20,1.606876189304635e-13,1.4386746603311582e-18,1.2849694328964321e-12,8.072718623131103e-21,3.910030136444164e-24,4.520875172936134e-21,5.684960488901823e-24
TCGA-AA-A00W-01A,0.28118811725778836,1.0251563087517285e-24,1.7573197647300493e-26,0.718811681525112,3.4892350462706384e-26,3.1206602582070537e-20,1.8309358399222437e-26,4.1742137409321013e-22,6.526201249905337e-28,1.3089517940342217e-24,1.472790618375346e-28,9.869243074224256e-27,1.218878182929464e-16,2.0050145973484912e-07,1.626663512445796e-28,2.1305904482702946e-33,2.1169600111733604e-21,1.8111002347487552e-23,1.6554141037232466e-23,1.355566401918335e-19,7.13519766702293e-31,3.825509686860788e-26,5.156661124127215e-30,3.791581514095761e-27
TCGA-AA-A024-01A,0.28596211090885454,3.3774051595506293e-28,6.953498408136847e-30,0.7140378702475967,2.1954724726632983e-33,3.686729029462298e-23,4.801962649024564e-30,1.261936501296278e-20,3.1813705294390405e-22,1.3861131406117114e-25,3.6497591344288023e-31,1.7047976595023333e-26,1.8128526562880638e-08,2.0071792398358798e-23,9.024937452980369e-30,2.516088124871248e-30,1.9360161319023728e-28,6.313922040684452e-28,3.393570329364536e-29,9.607192807941756e-18,4.083871832263799e-32,1.0113734583104196e-31,5.507242153415576e-31,7.119383023420744e-33
TCGA-A6-A56B-01A,0.2937414031272486,2.4593399322890247e-24,4.4052616174251546e-27,0.706258596158549,9.544316136222273e-29,7.730857002505844e-14,3.09941654994095e-26,1.2032707415118035e-25,1.9088417280115294e-29,9.542135990883654e-33,1.369392980856058e-32,3.21004558074876e-25,1.0961328431002465e-13,7.983806372333479e-24,3.927201300811845e-32,8.046002021862117e-34,3.401088073032804e-25,6.6117858860478575e-28,2.0504600109510287e-25,1.3555069894572094e-21,1.7247507669043837e-32,5.125885379499116e-27,2.4344991707676696e-30,2.01295219395017e-27
TCGA-AY-A54L-01A,0.29507440197865187,5.2088405747390084e-24,4.304251570817234e-31,0.7049255973075005,1.7049348986624784e-24,1.3832841561290333e-24,1.0011913104196878e-22,4.307175378935687e-23,2.9850040023743667e-28,2.6741178161007914e-28,1.5212602014048397e-26,9.345299409209245e-27,4.625000947838609e-15,1.4104997984712376e-17,3.413130358440855e-27,4.893062118345976e-31,1.1295540043071953e-20,2.912184964446399e-25,9.570367099815457e-24,6.067231232614076e-24,1.9635443931584461e-32,1.0886803396219952e-26,2.73033355767021e-25,1.8495926617678963e-25
TCGA-AA-A01D-01A,0.2956095923721848,1.0752758579528506e-23,7.285277339780139e-27,0.7043904069115373,3.050784826836804e-28,2.4852488224699694e-12,2.4419805983519074e-23,2.801618856179559e-26,5.1631654226347025e-33,3.8490802671248174e-28,2.7680054679747544e-30,1.1075657658518658e-23,1.8824632741148075e-14,2.6541242099580315e-23,2.855522100357012e-31,6.570850332649236e-33,5.247241635513178e-23,2.580235945423709e-25,7.879307018153946e-25,2.246042011463726e-22,4.95840663553026e-29,1.5490339970992544e-26,7.105270796505469e-30,1.4702911464265719e-26
TCGA-AY-A8YK-01A,0.3118489751540287,1.2969178645571131e-23,1.3606924993861938e-25,0.688150514253477,2.227612709536252e-25,8.48486292101322e-11,6.411004450748522e-24,3.849262716741108e-27,1.4530954159961632e-31,2.3152791503079176e-26,4.666684572063909e-30,5.719033551999623e-26,2.5158983826886836e-17,5.097959732919585e-07,2.2292260031046278e-32,5.818077609357586e-34,1.0545594802165318e-20,1.2725866314499958e-22,4.399106507105037e-23,3.899523746862306e-24,2.8981516124152585e-28,1.035288380277327e-26,6.120788892718308e-29,7.084625841392407e-22
TCGA-AA-A00Q-01A,0.33499012674242185,2.665247042554128e-27,5.481610414530937e-35,0.6650098502361271,1.655175009937778e-30,1.813990268675638e-25,1.262439874557578e-29,1.9368745483786386e-24,8.78961235126635e-34,2.2312283374186137e-08,1.754533012867034e-31,1.427978037437052e-29,2.6935382524881165e-17,1.0835605571131617e-16,4.764843591263039e-34,1.7395451360335318e-31,4.896356051956076e-13,1.4954685107275506e-26,3.7656815584048294e-29,8.629879103295769e-27,3.7891480442455497e-31,1.856484067516925e-31,1.5848793115127137e-28,1.611334863065586e-26
TCGA-A6-A567-01A,0.34748363351122785,2.551035786104679e-19,7.442935666462082e-22,0.6525143937276449,8.982320005298275e-23,1.9720403245692698e-06,8.807974224696969e-21,2.879234196046571e-20,8.952117773330618e-30,1.3545636917688706e-11,1.5316031421678823e-21,8.767993116658745e-21,1.9573964903613525e-13,6.227269159544258e-26,3.236835375667729e-25,6.889635519018285e-27,2.4117086745651465e-17,1.9838173750166662e-20,9.123788594456214e-24,5.637563371003322e-23,3.2724625044911147e-22,1.4502488367713244e-24,3.039035381381503e-25,1.1744281711717214e-24
TCGA-AA-A00E-01A,0.3289386994414702,4.547388177189197e-28,1.6945453823594914e-22,0.6355017599723384,4.171276664842634e-29,1.9651783589613206e-17,5.704535586439314e-26,1.3691490432840962e-16,1.1634199732454023e-20,3.053462298486963e-05,7.135974707410948e-27,1.6148660907970538e-28,9.664470963317512e-05,0.03543236054655836,8.274954114782088e-28,1.950155490161074e-24,7.272130507332712e-16,2.1874577823100673e-20,1.4139224923236218e-26,5.6261177627416716e-21,2.900998946552099e-25,1.3430526854183705e-28,7.096845250538506e-25,4.2855471533613434e-24
TCGA-IC-A6RE-01A,0.2546956752615005,2.7877544490287176e-14,1.2144738305782308e-22,0.6178215440408011,1.3428673435090557e-23,7.870249450244323e-19,8.406595717763795e-12,3.07550817926459e-18,4.405119861730908e-22,1.3358369810442008e-28,8.451089226105188e-26,9.409570233868047e-24,0.12748277595848975,4.016184824934307e-09,1.1658867914654205e-24,1.6985454167905602e-25,7.661318417231588e-17,3.7789618815007146e-16,1.1270341594457055e-17,4.408099447097051e-16,1.900617257484794e-28,1.0180213730178729e-24,3.8263593879933135e-24,3.977442474693695e-20
TCGA-3L-AA1B-01A,0.3216544885017304,2.922577178117399e-12,7.039441308686256e-17,0.5810450290695288,1.64309791300623e-13,1.268777296556863e-14,2.468238038825482e-20,6.238755792647209e-13,2.158846383344984e-20,0.08424153269876261,7.384179877219579e-12,9.522602565394041e-17,5.192018929225062e-13,0.013058059700135847,1.2941366585124042e-16,3.138239340493632e-14,2.0583969823534784e-11,8.8929027089771e-07,8.704379586148113e-16,8.471652295859509e-17,2.972996710810241e-13,4.445842212757021e-16,2.1253134165544342e-19,7.088952877637956e-17
TCGA-AA-A00J-01A,0.2225635594705613,8.746020562824821e-24,6.50923761312364e-11,0.5801661287649871,2.7148249627359146e-23,3.153794412562964e-07,2.540834481902363e-14,3.579686928388268e-13,8.6051861773568825e-16,3.240976046977605e-31,2.4112559899972694e-21,2.7116372256342604e-23,0.19726999560322195,1.6525430235391285e-17,1.7191500315518874e-14,7.474505290221182e-28,1.7902706073105268e-25,8.930274503467117e-26,1.190708090600027e-24,1.4932595092596556e-17,1.100586475281783e-30,4.06486029129981e-21,3.1311027190768204e-16,1.0535784166727614e-19
TCGA-AA-A00L-01A,0.17654711737582265,5.2190688410363003e-23,8.151496329867526e-26,0.5660436881267245,2.8850596607637386e-24,5.441894080987079e-23,3.362494557007733e-19,1.5813389587466187e-19,2.124719316140517e-22,3.31909065486179e-11,1.4873747660317628e-29,9.335107959689636e-25,5.452984147101872e-16,0.2574091937528211,2.5936393037603203e-15,9.672502667798421e-22,1.1614854126272333e-19,3.8741326645041794e-18,8.766179172145762e-21,4.8790517642608844e-17,6.76242645545993e-18,1.4918422277982685e-20,1.377467095632247e-26,2.1582590390938826e-24
TCGA-A6-A566-01A,0.3680090079792341,3.033640796767873e-16,1.7699508192400762e-24,0.5447263328300728,3.8188850376476264e-22,4.862149572102011e-21,5.425156457837262e-21,1.9319863874565353e-15,1.9114428421187447e-20,0.08726465841773506,8.561159640711596e-18,9.972247676754328e-24,6.607685125208295e-11,1.0959299929677896e-17,1.17155564858238e-23,4.771946222985067e-12,1.966696568605864e-14,2.4437103897575705e-13,1.3772943253822732e-20,5.638807404920238e-19,1.820856769061861e-19,4.3352809537666825e-25,1.836272328881467e-21,4.1661241442135806e-23
TCGA-AA-A01R-01A,0.29516920465599683,3.99340402877555e-23,0.025716683498237483,0.5168680887463446,2.312128535666674e-19,1.5311467487038486e-08,5.853673886805434e-15,2.1808405144300389e-13,9.17116223594663e-06,7.581702658394742e-24,3.6584128405180713e-07,3.301330161470868e-18,1.1737006936480009e-09,0.162223814625077,5.311031451302296e-11,1.1550198238168401e-20,1.2650491008202156e-05,3.265687417800722e-21,6.609111182354206e-19,3.723269290633286e-09,2.984042331644851e-24,2.4831178790897244e-18,9.412888373038306e-17,1.364345724211862e-11
TCGA-NH-A5IV-01A,0.2932443375256021,7.198922867298904e-25,5.868046635860105e-14,0.5041190216253673,1.4517156381537778e-21,6.931106752807265e-14,1.4667242071878217e-23,4.10956627018953e-18,2.1382488700209237e-14,0.0476315299025173,3.613681588867177e-19,1.7158704078101698e-24,7.92686667847426e-11,0.15500511016438212,3.95417292376715e-19,1.0071210391457207e-18,7.054616672558065e-13,1.8499453693147993e-18,2.6488225291677457e-21,1.0831706685883445e-14,8.118589857840702e-17,3.861416192674732e-21,2.680138935165551e-23,2.0157827955153253e-19
TCGA-4N-A93T-01A,0.23237208797808545,3.5162136315192724e-18,1.511090547366867e-22,0.47273216568315884,2.282352846773575e-21,2.8363397276573603e-20,2.3655551693800373e-23,7.578911441050739e-15,1.9817569261794865e-18,1.7542497397327686e-10,6.167018182727382e-22,1.656228562452627e-20,4.9789020755685395e-11,0.29489574541185193,2.2308498207331173e-20,7.529706112964032e-16,2.1371734360592218e-16,7.659525107671558e-16,8.034242112114036e-19,5.097798211038067e-14,2.6801292303281063e-17,2.79761721696187e-22,3.901472030604067e-22,1.2382953932285157e-21
TCGA-NH-A6GA-01A,0.32745510292552993,8.315155382406297e-13,1.0958011192772773e-19,0.4670775859735958,3.4344402031489815e-18,2.298186051018472e-19,2.440081273526214e-17,8.875242051694637e-07,2.7246949867262905e-10,1.9659419857820018e-10,4.913260855272313e-19,1.8957988204673855e-19,0.1556803063406629,0.0497859861364797,6.986748867131006e-20,1.207366672447755e-07,6.86893296903614e-14,9.129982369909395e-09,5.250352120477044e-14,6.210981570436112e-11,7.841221061204884e-17,3.963968170789841e-19,3.1452311495586163e-21,9.108056820998117e-19
TCGA-AA-A022-01A,0.29985048178241125,1.1230093404402606e-16,7.919255363824348e-30,0.4420437870527661,1.1604890735008133e-22,2.1565861387192578e-20,1.3388234692388416e-17,1.6746463470588748e-16,5.880223485640151e-14,3.962592043320719e-19,2.4760898476547295e-27,5.548858231012419e-23,0.20848134145763467,0.04962438900310592,1.0985697927049154e-27,8.531198653974191e-13,6.814357099750533e-13,5.364994661965439e-16,9.182616691225977e-15,1.702675659609425e-16,1.200203206371949e-24,1.1416285189106536e-21,1.2080435276335582e-21,1.4108647772608203e-17
TCGA-P5-A72X-01A,6.904562434269188e-11,1.5693620484796393e-24,5.426430759022199e-30,3.2675166063625547e-35,0.9999999991766955,1.5093043700152976e-24,4.0621512598730715e-28,4.602456346221796e-32,7.407539929498096e-35,2.9670751872048842e-27,2.0264428850979515e-26,4.94163315174429e-22,3.5206559280561774e-37,6.418440088085936e-23,3.4951831604871607e-29,6.73355202106464e-27,2.3418286418257246e-26,1.4676741424293131e-25,1.242721231757117e-22,2.014770009149885e-31,4.531309811918524e-13,3.572545991972037e-23,7.989001700697113e-21,4.569367847973988e-19
TCGA-W9-A837-01A,3.0894873936170632e-06,2.00228967266647e-24,5.831130654078029e-34,6.558870048212247e-38,0.9999969097588006,1.5824681898616168e-23,2.209420061147214e-30,2.239480007139218e-37,8.687109024395038e-43,3.951506615134886e-33,1.6000758879895116e-29,1.9390782939664833e-24,5.431226864565696e-44,4.346441391785141e-20,8.063947813956742e-36,1.169111728085104e-31,2.899379915134668e-23,5.571169340239693e-26,3.4867811240503996e-22,2.541476938178212e-35,3.913247321753861e-22,4.0686289880912383e-16,1.4980362323938247e-23,1.1563720113270485e-18
TCGA-DU-5870-02A,7.384006074952802e-06,4.221134976174477e-28,7.589552633964398e-41,5.064934643293676e-44,0.9999926152401187,1.4848386694822226e-28,1.1275222745826126e-34,3.9193700577400103e-45,1.0670689399400972e-52,4.236008660520803e-43,9.543263505393048e-36,3.101786596663307e-29,6.853666492868047e-53,9.124150320410737e-28,6.018305827896206e-44,1.3631939421973209e-39,5.98906887849586e-26,9.313006973920104e-31,4.5102554035248944e-24,1.2389616337465491e-41,9.282869226235043e-29,1.4900196718481222e-15,1.0237513464146848e-25,2.4303664137159838e-20
TCGA-P5-A735-01A,9.611319716438732e-05,8.025809315488515e-27,1.6030159403152378e-41,4.14761686072041e-44,0.9999038860490425,9.352137712650298e-27,1.0325656149334071e-31,1.0456333026929357e-42,1.6156311388654617e-51,6.571277973182932e-27,4.279099135573055e-33,1.9941034833411437e-27,1.611104696546975e-51,8.33999676285625e-31,3.956596346845537e-42,4.7817354141795024e-33,9.692153374573646e-26,4.036618615945711e-27,5.823071635715985e-24,8.998320200509339e-41,1.0273629682134002e-22,3.0714567056723708e-22,4.765304096046708e-23,3.4060935722117103e-19
TCGA-P5-A77X-01A,0.00022162998797357146,3.4155985371061607e-25,6.526713723795043e-44,1.6537804438212947e-46,0.9997783692582496,1.7757118757760735e-30,8.999569530138883e-33,2.102219315757234e-46,2.1556621392599675e-55,7.834017775879701e-44,6.087387701763383e-34,4.5710265972829744e-27,1.4351027153271378e-54,9.966631750764079e-39,3.671832845826414e-45,3.465880981674601e-39,1.5131200124765404e-25,2.458365615308893e-30,4.0221567691147674e-25,4.555253553517046e-43,2.734318314251318e-28,1.1585610607221674e-19,4.238980520876717e-26,1.6868806779800408e-21
TCGA-P5-A72W-01A,0.0025128845373887667,1.9443024915245765e-25,2.5751972588102533e-41,2.7013131782029628e-46,0.9974871147091351,6.523183782472318e-30,5.6730467318142424e-33,2.8963013408723932e-43,4.5473581408155866e-51,7.749675677741202e-36,3.479429510544225e-30,1.9101942648706716e-23,3.1846539816773825e-53,1.376650347563019e-38,5.298481616989678e-40,1.7061116650415876e-36,2.8392680317289756e-26,4.031342357856547e-28,1.6138259591286416e-26,1.0532009418681736e-42,1.454118784240498e-25,7.38949397098758e-24,6.860082384369429e-22,6.381979446843863e-21
TCGA-F6-A8O3-01A,0.002801702890562813,4.0266407446326735e-26,1.0051255865927907e-31,1.5651668036625678e-35,0.9971827172709495,6.56871888763265e-23,1.0772865262066942e-31,5.654861626910381e-36,7.512767740759608e-42,2.154216424912865e-23,5.244856026819114e-30,1.3415320153205214e-26,5.896150065950562e-43,1.557908502676027e-05,5.539254720367939e-33,5.012484911664474e-31,3.831349509039702e-17,1.939941045546744e-23,9.36937067042423e-22,5.4368445312691526e-33,7.754060493752025e-19,2.0963334436440624e-14,8.296756058055973e-23,2.816626183393376e-15
TCGA-DU-6407-02B,0.011812847120953178,1.843479966535269e-25,4.1982055612761996e-39,6.828295717755219e-36,0.9881871521267812,2.6081990133690517e-29,2.916635506246282e-33,2.155111619086362e-37,6.629578611302454e-39,9.831398462151354e-35,4.5948628401118586e-29,2.7245197825130447e-27,4.000445546855761e-46,6.51056166686476e-26,1.0488133395262486e-35,2.715126852072297e-32,5.548544013261881e-22,8.191014622437618e-25,3.4313685138129113e-23,7.828025763614652e-38,1.6383842139169202e-27,6.901760198655606e-18,9.19231609338724e-15,2.299587790177185e-16
TCGA-FG-A4MY-01A,0.039402098717207776,5.570713910666363e-24,2.1473758334886238e-33,2.157116749317169e-36,0.9605979005339903,6.415765229493226e-23,3.861249511248406e-29,2.7499179852286262e-36,2.4123906555975163e-42,2.6148703009747816e-22,4.1936166306445036e-27,2.6636267510075035e-25,5.942603918694315e-43,1.6396976588886582e-13,1.4040596721066528e-34,4.082675833937911e-28,3.473409309908364e-19,1.088211584501063e-22,4.396609228572138e-20,2.6991929850646845e-34,2.9352357731089327e-19,5.982340028508472e-17,6.753152052963143e-21,9.507757387108053e-16
TCGA-DU-6395-02A,0.043116131999703974,2.736710233499055e-23,1.4298887361191817e-38,2.4748341281957255e-37,0.9568838672521456,3.756245180233824e-28,4.851129938636435e-34,1.1048769352795103e-34,3.4703639797254373e-34,4.959466709870007e-26,7.278497582664446e-27,7.014801889724606e-25,4.558883747540041e-43,3.140411284161872e-29,1.254597699274404e-32,1.0439297691916224e-28,1.1943608963884788e-20,1.1582678915225563e-22,4.0997015043626815e-23,1.5052248019515357e-35,2.0290691195632033e-24,7.436624407983028e-16,1.1445925697559093e-17,1.3691944430323025e-19
